Word;Translation;State
clutch;"сцеплять, сцепление";0
clutter;"беспорядок, куча всего";0
coarse;"грубый, крупный, шероховатый";0
coax;"убедить, соблазнить сделать";0
coerce;принуждать;0
coherent;"согласованный, связный";0
cohesion;"единство, согласие";0
coil;"катушка, моток, наматывать";0
coincide;совпасть;0
coincidence;совпадение;0
collaborate;сотрудничать;0
colon;двоеточие;0
combat;бой;0
"come about";произойти;0
"come around";"прийти в себя";0
"come down";сводиться;0
"come from";"быть из";0
"come into";унаследовать;0
"come out";"выступить, заявить";0
"come over";заходить;0
"come to";очнуться;0
"come to life";"оживать, приходить в себя";0
"come true";сбываться;0
"come under";подвегрнуться;0
"come up";"произойти или появиться";0
"come up to";"подойти к кому-л";0
"come with";прилагаться;0
comedian;комик;0
commemorate;"отметить, почтить";0
commence;начинать;0
commend;"высоко оценивать";0
commitment;обязательство;0
commodity;"товар, сырь";0
commonplace;"обычное дело, банальность";0
commonwealth;содружество;0
communicate;общаться;0
community;"община, сообщество";0
commute;"ходить, курсировать";0
compact;договор;0
comparison;сравнение;0
compartment;"отсек, отделение, купе";0
compassion;"сочуствие, сострадание";0
compatible;совместимый;0
compel;"вынуждать, заставлять";0
complete;"завершить, выполнить";0
complicate;усложнять;0
comply;"соблюдать, соответствовать";0
compound;"состав, составной";0
comprehend;"понять, вникнуть";0
compress;"сжимать, прессовать";0
comprise;"состоять из, охватывать";0
compulsory;"принудительный, обязательный";0
comrade;товарищ;0
conceal;скрывать;0
concede;уступить;0
conceive;"помыслить, представить";0
conclude;"заключать, завершать";0
concur;соглашаться;0
condemn;осуждать;0
cone;конус;0
confer;совещаться;0
confide;"доверить, вверить";0
confident;уверенный;0
confine;ограничить;0
conform;соответствовать;0
confront;"противостоять, сталкиваться";0
conjunction;"соединение, связь";0
connect;соединять;0
conquer;завоевать;0
conquest;завоевание;0
conscious;"сознательный, сознающий";0
consecutive;"последующий по времени";0
consent;"согласие, разрешение";0
consequent;"последующий, вытекающий";0
conserve;"беречь, экономить";0
considerable;"крупный, значительный";0
"consist of";состоять;0
consistent;последовательный;0
console;утешать;0
conspicuous;заметный;0
conspire;сговариваться;0
constant;постоянный;0
constitute;"составлять, образовывать";0
constrain;ограничивать;0
construct;соорудить;0
construction;стройка;0
consult;советоваться;0
consume;потреблять;0
contaminate;загрязнять;0
contemplate;"созерцать или размышлять";0
contemporary;"современный, современник";0
contempt;"презрение, презирать";0
contend;"бороться, соперничать";0
content;содержимое;0
"content with";"довольный, довольство";0
contest;"соревнование, конкурс";0
contingency;"непредвиденные обстоятельства";0
contradict;противоречить;0
contrary;"противоположный, вопреки";0
controversy;"спор, разногласие, дискуссия";0
convene;"созывать, собирать";0
conventional;"стандартный, общепринятый";0
converge;"сходиться, сближаться";0
converse;разговаривать;0
convert;преобразовывать;0
convey;"перевозить, передавать";0
convict;"осуждённый, осуждать";0
conviction;"убеждение, убеждённость";0
convince;убеждать;0
cookie;печенье;0
"cope with";"совладать, справиться";0
cord;"верёвка, шнур";0
corner;угол;0
corps;корпус;0
corpse;труп;0
correlate;соотносить;0
correspond;соответствовать;0
corrupt;"развращать, разлагать";0
cotton;хлопок;0
couch;диван;0
council;совет;0
counsel;"совет, консультация";0
count;"считаться, иметь значение";0
counterfeit;"подделка, фальшивый";0
counterpart;"аналог, коллега, и т. д";0
countryside;"сельская местность";0
county;"графство, округ";0
coup;переворот;0
couple;пара;0
courtesy;"учтивость, этикет";0
courtyard;"внутренний двор";0
coverage;освещение;0
covet;"желать, вожделеть";0
co-worker;сотрудник;0
cozy;уютный;0
crackle;потрескивание;0
cradle;колыбель;0
cram;"втискивать, впихивать";0
cramp;судорога;0
crank;"чудак, фрик";0
crap;дерьмо;0
crate;ящик;0
crave;"желать, жаждать, требовать";0
crayon;"цветной карандаш, мелок";0
creak;скрипеть;0
crease;"складка, сминать";0
creature;существо;0
credential;"удостоверение, аккредитация";0
credible;"заслуживающий доверия";0
creed;"вероисповедание, убеждение";0
creek;ручей;0
creep;"ползти, красться";0
creepy;жуткий;0
crest;гребень;0
crew;"команда, экипаж";0
crib;"раскладушка или дет. кроватка";0
cripple;"калека, калечить";0
crisp;хрустящий;0
crook;"сгибать, искривлять";0
crop;урожай;0
crossroads;"перекрёсток, перепутье";0
crouch;"присесть, припасть к земле";0
crude;"сырой, грубый, необработанный";0
cruel;жестокий;0
crumb;"крошка, крупица";0
crumble;"крошить, рушиться";0
crumple;смять;0
crusade;"крестовый поход";0
crush;"раздавливать, дробить";0
crust;"кора, корка";0
"cry out";закричать;0
cub;детеныш;0
cuddle;"обнимать, прижимать";0
cue;"сигнал, намёк";0
cuisine;кухня;0
culprit;виновник;0
cupboard;"шкаф, буфет";0
curb;"бордюр или обочина";0
cure;лечить;0
curl;"скручивать, клубиться, завиток";0
currency;валюта;0
"curriculum vitae";"резюме, биография";0
curtail;"сократить, урезать";0
curve;"изгибать, кривая";0
